Fecha,Noticia,Sentiment_Polarity,Sentiment_Subjectivity
2024-12-06 09:11:03.182110,"Vienna Asset Management LLC Has $246,000 Stock Holdings in Palantir Technologies Inc. (NYSE:PLTR). Vienna Asset Management LLC lessened its stake in shares of Palantir Technologies Inc. (NYSE:PLTR - Free Report) by 64.1% during the 3rd quarter,...",0.2,0.4
2024-12-06 09:11:03.254140,"Palantir Technologies Inc. (NYSE:PLTR) is Empirical Capital Management LLC's 3rd Largest Position. Empirical Capital Management LLC increased its holdings in shares of Palantir Technologies Inc. (NYSE:PLTR - Free Report) by 14.2% in the 3rd quarter,...",0.12000000000000002,0.2
2024-12-06 09:19:03.262887,"AI-Driven Defense: Palantir's New Partnership with Shield AI Aims for Scalable, Precision Solutions. On Thursday, Palantir Technologies Inc. PLTR+2.32%. Get Free Report. announced it is expanding its collaboration with Shield AI, a defense technology...",0.2681818181818182,0.6272727272727273
2024-12-06 08:19:03.299499,"Fidelity Growth Strategies Fund Increased its Holdings in Palantir Technologies (PLTR) in Q3. Fidelity Investments, an investment management company, recently released its “Fidelity Growth Strategies Fund” third quarter 2024 investor letter.",0.0,0.125
2024-12-06 07:19:03.338393,"State Street Corp Buys 40,498,024 Shares of Palantir Technologies Inc. (NYSE:PLTR). State Street Corp grew its stake in Palantir Technologies Inc. (NYSE:PLTR - Free Report) by 96.4% during the third quarter, according to its most recent...",0.225,0.3875
2024-12-06 07:19:03.359546,Booz Allen and Palantir Partner to Advance and Accelerate U.S. National Defense. Booz Allen (NYSE: BAH) and Palantir (NASDAQ: PLTR) jointly announced a co-creation partnership to accelerate defense mission innovation.,0.0,0.0
2024-12-06 06:19:03.388785,"Royal London Asset Management Ltd. Purchases 26,861 Shares of Palantir Technologies Inc. (NYSE:PLTR). Royal London Asset Management Ltd. raised its stake in shares of Palantir Technologies Inc. (NYSE:PLTR - Free Report) by 3.3% during the 3rd quarter,...",0.2,0.4
2024-12-06 06:19:03.419923,"Readystate Asset Management LP Invests $337,000 in Palantir Technologies Inc. (NYSE:PLTR). Readystate Asset Management LP purchased a new position in Palantir Technologies Inc. (NYSE:PLTR - Free Report) during the 3rd quarter, according to its...",0.1787878787878788,0.4181818181818182
2024-12-06 06:19:03.452589,"What's New With Palantir Stock?. Palantir Technologies stock (NASDAQ: PLTR) has had a solid run, rising by about 37% over the past month, and remains up by about 4x since the beginning of...",-0.03787878787878788,0.2681818181818182
2024-12-06 06:19:03.481114,Palantir Technologies Inc.'s (NASDAQ:PLTR) Stock Is Going Strong: Is the Market Following Fundamentals?. Most readers would already be aware that Palantir Technologies' (NASDAQ:PLTR) stock increased significantly by 137...,0.31166666666666665,0.4916666666666667
